Code_Filiere,Nom_Filiere,Universite,Etablissement,SDO_2023,SDO_2024,SDO_2025,Code_RIASEC,Taux_Employabilite,Croissance_Domaine,Alignment_National,source
TEC163,"Licence en Arts Plastiques","Université de Sousse","Institut Supérieur des Beaux-Arts de Sousse",76.3635,97.1611,88.8208,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC164,"Licence en Design d'Espace","Université de Sousse","Institut Supérieur des Beaux-Arts de Sousse",118.625,119.4976,106.572,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC165,"Licence en Design de Produit","Université de Sousse","Institut Supérieur des Beaux-Arts de Sousse",98.495,97.6715,88.5732,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC166,"Licence en Design d'Image","Université de Sousse","Institut Supérieur des Beaux-Arts de Sousse",107.9791,108.2519,82.7919,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC167,"Licence en Sciences Informatiques","Université de Sousse","Institut Supérieur d'Informatique et des Technologies de la Communication de Sousse",179.7012,182.9005,171.6494,IRC,"Très Élevé",Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC168,"Licence en Ingénierie des Systèmes d'Informatique","Université de Sousse","Institut Supérieur d'Informatique et des Technologies de la Communication de Sousse",178.5991,178.3476,176.5126,IRC,"Très Élevé",Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC169,"Licence en Technologies de l'Information et de la Communication","Université de Sousse","Institut Supérieur d'Informatique et des Technologies de la Communication de Sousse",165.1884,155.9276,156.7478,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC170,"Licence en Technologie et Ingénierie du Transport","Université de Sousse","Institut Supérieur du Transport et de la Logistique de Sousse",99.5783,99.311,93.6266,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC171,"Licence en Ingénierie Logistique","Université de Sousse","Institut Supérieur du Transport et de la Logistique de Sousse",113.7338,111.1213,103.7758,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC172,"Licence en Sciences du Transport","Université de Sousse","Institut Supérieur du Transport et de la Logistique de Sousse",105.7535,107.4387,97.8604,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC173,"Filière préparatoire intégrée-scientifique","Université de Sousse","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse",182.6517,181.0633,177.3267,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC174,"Licence en Génie Civil","Université de Sousse","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse",139.6974,133.306,101.9332,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC175,"Licence en Génie Mécanique","Université de Sousse","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse",145.715,147.1536,121.3817,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC176,"Licence en Ingénierie Énergétique","Université de Sousse","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse",134.9912,125.5359,112.7364,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC177,"Licence en Électronique Électrotechnique et Automatique","Université de Sousse","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse",150.5933,142.9833,137.3867,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC178,"Licence en Électronique","Université de Sousse","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse",154.7083,151.6283,144.295,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC179,"Licence en Sciences Informatiques","Université de Sousse","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse",188.3521,189.9892,180.11,IRC,"Très Élevé",Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC180,"Licence en Ingénierie des Systèmes d'Informatique","Université de Sousse","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse",187.1002,185.9072,169.3489,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC181,"Licence en Pédicurie et Podologie","Université de Sousse","École Supérieure des Sciences et Techniques de la Santé de Sousse",141.775,110.48,124.395,SIC,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC182,"Licence en Sciences de Gestion","Université de Sousse","Institut Supérieur des Finances et de la Fiscalité de Sousse",135.16,157.9374,134.635,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC183,"Licence en Sciences de Gestion","Université de Sousse","Institut des Hautes Études Commerciales de Sousse",183.9865,185.0298,181.9375,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC184,"Licence en Chimie","Université de Sousse","École Supérieure des Sciences et Technologies de Hammam Sousse",117.9301,109.5573,112.029,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC185,"Licence en Physique et Énergie","Université de Sousse","École Supérieure des Sciences et Technologies de Hammam Sousse",117.61,114.59,110.8734,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC186,"Licence en Mathématiques","Université de Sousse","École Supérieure des Sciences et Technologies de Hammam Sousse",158.1674,170.4457,117.085,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC187,"Licence en Électronique Électrotechnique et Automatique","Université de Sousse","École Supérieure des Sciences et Technologies de Hammam Sousse",142.0283,138.335,127.1339,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC188,"Licence en Sciences Informatiques","Université de Sousse","École Supérieure des Sciences et Technologies de Hammam Sousse",181.0066,180.4769,177.2509,IRC,"Très Élevé",Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC189,"Licence en Sciences de Gestion","Université de Sousse","Faculté des Sciences Économiques et de Gestion de Sousse",158.8469,106.1219,137.8963,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC190,"Licence en Informatique de Gestion","Université de Sfax","Faculté des Sciences Économiques et de Gestion de Sfax",153.1277,158.1514,143.0269,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC191,"Licence en Sciences de Gestion","Université de Sfax","Faculté des Sciences Économiques et de Gestion de Sfax",124.2377,129.6038,124.1842,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC192,"Licence en Anglais","Université de Sfax","Faculté des Lettres et des Sciences Humaines de Sfax",132.8566,117.6519,132.8673,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC193,"Licence en Français","Université de Sfax","Faculté des Lettres et des Sciences Humaines de Sfax",122.355,94.465,104.5907,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC194,"Licence en Géographie","Université de Sfax","Faculté des Lettres et des Sciences Humaines de Sfax",116.9421,113.3487,114.4186,IRC,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC195,"Licence en Chimie","Université de Sfax","Faculté des Sciences de Sfax",95.2479,95.0166,90.5541,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC196,"Licence en Physique et Chimie","Université de Sfax","Faculté des Sciences de Sfax",97.329,105.885,96.7742,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC197,"Licence en Physique","Université de Sfax","Faculté des Sciences de Sfax",95.7186,85.2399,89.6981,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC198,"Licence en Physique et Énergie","Université de Sfax","Faculté des Sciences de Sfax",82.524,90.1636,91.3959,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC199,"Licence en Mathématiques Appliquées","Université de Sfax","Faculté des Sciences de Sfax",94.3953,80.1499,91.8863,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC200,"Licence en Mathématiques","Université de Sfax","Faculté des Sciences de Sfax",127.835,144.5196,77.4851,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC201,"Licence en Sciences de la Terre","Université de Sfax","Faculté des Sciences de Sfax",81.9993,91.8204,88.3925,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC202,"Filière préparatoire intégrée","Université de Sfax","Faculté des Sciences de Sfax",161.6783,161.6783,155.4267,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC203,"Licence en Sciences Informatiques","Université de Sfax","Faculté des Sciences de Sfax",161.6396,161.495,150.68,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC204,"Licence en Ingénierie des Systèmes d'Informatique","Université de Sfax","Faculté des Sciences de Sfax",153.9891,156.2949,161.0885,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC205,"Licence en Électronique Électrotechnique et Automatique","Université de Sfax","Faculté des Sciences de Sfax",116.005,117.1632,101.0562,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC206,"Licence en Droit","Université de Sfax","Faculté de Droit de Sfax",129.92,145.8089,108.9046,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC207,"Filière préparatoire - Technologie","Université de Sfax","Institut Préparatoire aux Études d'Ingénieurs de Sfax",153.7233,153.25,139.7783,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC208,"Licence en Informatique de Gestion","Université de Sfax","École Supérieure de Commerce de Sfax",155.2089,147.5691,138.5436,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC209,"Licence en Sciences de Gestion","Université de Sfax","École Supérieure de Commerce de Sfax",143.4228,148.2057,148.5588,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC210,"Licence en Musique et Sciences Musicales","Université de Sfax","Institut Supérieur de Musique de Sfax",87.9185,90.38,97.6431,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC211,"Licence en Ingénierie du Son et Technologies Modernes","Université de Sfax","Institut Supérieur de Musique de Sfax",91.6284,89.65,76.5586,ARE,Moyen,Croissance,Modéré,"Analyse sectorielle & OMQ"
TEC212,"Filière préparatoire intégrée","Université de Sfax","Institut Supérieur d'Informatique et du Multimédia de Sfax",164.8467,168.9217,161.555,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC213,"Licence en Sciences Informatiques","Université de Sfax","Institut Supérieur d'Informatique et du Multimédia de Sfax",166.155,164.7212,155.4871,IRC,"Très Élevé",Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC214,"Licence en Informatique de Gestion","Université de Sfax","Institut Supérieur d'Administration des Affaires de Sfax",151.8705,147.6065,139.7581,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC215,"Licence en Sciences de Gestion","Université de Sfax","Institut Supérieur d'Administration des Affaires de Sfax",122.2475,129.23,107.145,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC216,"Licence en Technologies de l'Information et de la Communication","Université de Sfax","École Nationale d'Électronique et des Télécommunications de Sfax",178.4046,173.3026,172.4573,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC217,"Licence en Métrologie et Instrumentation","Université de Sfax","Institut Supérieur de Biotechnologie de Sfax",126.3456,116.535,105.2773,RIC,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC218,"Licence en Ingénierie des Méthodes Industrielles","Université de Sfax","Institut Supérieur de Biotechnologie de Sfax",96.9699,95.75,92.2133,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC219,"Licence en Ingénierie Biologique","Université de Sfax","Institut Supérieur de Biotechnologie de Sfax",130.1441,132.6051,123.9167,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC220,"Licence en Sciences de Gestion","Université de Sfax","Institut des Hautes Études Commerciales de Sfax",159.67,147.635,147.9596,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC221,"Licence en Génie Mécanique","Université de Sfax","Institut Supérieur de Gestion Industrielle de Sfax",110.66,113.7683,106.3919,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC222,"Licence en Génie Industriel","Université de Sfax","Institut Supérieur de Gestion Industrielle de Sfax",101.395,105.17,98.8965,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC223,"Licence en Ingénierie Logistique","Université de Sfax","Institut Supérieur de Gestion Industrielle de Sfax",101.8183,103.8516,96.211,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC224,"Licence en Sciences du Transport","Université de Sfax","Institut Supérieur de Gestion Industrielle de Sfax",93.1664,101.4789,91.4351,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC225,"Licence en Électronique Électrotechnique et Automatique","Université de Sfax","Institut Supérieur de Gestion Industrielle de Sfax",123.2667,126.9383,125.0028,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC226,"Licence en Informatique de Gestion","Université de Sfax","Institut Supérieur de Gestion Industrielle de Sfax",157.702,156.862,152.3734,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC227,"Licence en Arts Plastiques","Université de Sfax","Institut Supérieur des Arts et Métiers de Sfax",88.51,80.0283,72.0002,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC228,"Licence en Design d'Espace","Université de Sfax","Institut Supérieur des Arts et Métiers de Sfax",106.235,108.16,100.7951,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC229,"Licence en Design de Produit","Université de Sfax","Institut Supérieur des Arts et Métiers de Sfax",82.8119,83.3953,71.8266,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC230,"Licence en Design d'Image","Université de Sfax","Institut Supérieur des Arts et Métiers de Sfax",75.9648,74.0502,79.5116,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC231,"Licence en Cinéma et Audiovisuel","Université de Sfax","Institut Supérieur des Arts et Métiers de Sfax",13.2381,96.2111,79.2918,ARE,Moyen,Croissance,Modéré,"Analyse sectorielle & OMQ"
TEC232,"Licence en Arts et Médias","Université de Sfax","Institut Supérieur des Arts et Métiers de Sfax",125.6341,95.5904,94.5862,ARE,Moyen,Croissance,Modéré,"Analyse sectorielle & OMQ"
TEC233,"Licence en Sciences et Techniques des Activités Physiques et Sportives","Université de Sfax","Institut Supérieur du Sport et de l'Éducation Physique de Sfax",160.0613,142.3796,164.3948,RIC,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC234,"Licence en Sciences Agricoles","Université de Jendouba","Institut des Forêts et des Pâturages de Tabarka",111.955,112.73,112.0967,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC235,"Licence en Sciences Agricoles","Université de Jendouba","École Supérieure d'Agriculture du Kef",117.3202,112.625,124.375,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC236,"Licence en Hydromécanique","Université de Jendouba","École Supérieure d'Ingénieurs de Majaz El Bab",84.8793,99.9567,91.8039,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC237,"Licence en Droit","Université de Jendouba","Faculté des Sciences Juridiques Économiques et de Gestion de Jendouba",118.1173,113.5859,111.4119,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC238,"Licence en Informatique de Gestion","Université de Jendouba","Faculté des Sciences Juridiques Économiques et de Gestion de Jendouba",147.9703,117.1329,106.8766,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC239,"Licence en Sciences de Gestion","Université de Jendouba","Faculté des Sciences Juridiques Économiques et de Gestion de Jendouba",106.3045,106.865,108.66,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC240,"Licence en Anglais","Université de Jendouba","Institut Supérieur des Études Appliquées en Humanités du Kef",98.6316,111.8553,117.3932,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC241,"Licence en Français","Université de Jendouba","Institut Supérieur des Études Appliquées en Humanités du Kef",,113.8367,98.0904,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC242,"Licence en Éducation et Enseignement","Université de Jendouba","Institut Supérieur des Études Appliquées en Humanités du Kef",140.865,150.15,154.41,SIE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC243,"Licence en Anglais","Université de Jendouba","Institut Supérieur des Sciences Humaines de Jendouba",106.4768,109.6535,118.2083,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC244,"Licence en Français","Université de Jendouba","Institut Supérieur des Sciences Humaines de Jendouba",85.2167,98.2688,92.555,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC245,"Licence en Histoire","Université de Jendouba","Institut Supérieur des Sciences Humaines de Jendouba",,78.4773,84.3659,ASE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC246,"Licence en Géographie de l'Environnement","Université de Jendouba","Institut Supérieur des Sciences Humaines de Jendouba",,89.3402,64.1684,IRC,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC247,"Licence en Éducation et Enseignement","Université de Jendouba","Institut Supérieur des Sciences Humaines de Jendouba",132.985,137.095,149.04,SIE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC248,"Licence en Anglais","Université de Jendouba","Institut Supérieur des Langues Appliquées et de l'Informatique de Béja",127.421,120.2715,106.5816,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC249,"Licence en Sciences Informatiques","Université de Jendouba","Institut Supérieur des Langues Appliquées et de l'Informatique de Béja",151.125,135.04,136.4,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC250,"Licence en Sciences et Techniques des Activités Physiques et Sportives","Université de Jendouba","Institut Supérieur du Sport et de l'Éducation Physique du Kef",131.15,141.78,132.065,RIC,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC251,"Licence en Théâtre et Arts du Spectacle","Université de Jendouba","Institut Supérieur de Musique et de Théâtre du Kef",,100.2,80.5682,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC252,"Licence en Musique et Sciences Musicales","Université de Jendouba","Institut Supérieur de Musique et de Théâtre du Kef",,,93.6535,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC253,"Licence en Arts Plastiques","Université de Jendouba","Institut Supérieur des Arts et Métiers de Siliana",99.2014,84.2429,80.8599,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC254,"Licence en Design d'Espace","Université de Jendouba","Institut Supérieur des Arts et Métiers de Siliana",75.3382,92.42,75.827,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC255,"Licence en Design d'Image","Université de Jendouba","Institut Supérieur des Arts et Métiers de Siliana",89.3566,85.4289,87.9289,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC256,"Licence en Sciences Informatiques","Université de Jendouba","Institut Supérieur d'Informatique du Kef",150.135,145.3381,139.315,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC257,"Licence en Ingénierie des Systèmes d'Informatique","Université de Jendouba","Institut Supérieur d'Informatique du Kef",141.9676,137.3078,108.495,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC258,"Filière préparatoire intégrée en Ingénierie Biologique et Biomédicale","Université de Jendouba","Institut National de Technologie et des Sciences du Kef",135.24,129.84,113.515,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC259,"Licence en Chimie","Université de Gabès","Faculté des Sciences de Gabès",82.1066,81.8631,80.8283,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC260,"Licence en Physique","Université de Gabès","Faculté des Sciences de Gabès",81.8735,88.1624,75.3406,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC261,"Licence en Mathématiques","Université de Gabès","Faculté des Sciences de Gabès",117.755,91.715,125.4361,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC262,"Licence en Sciences de la Terre","Université de Gabès","Faculté des Sciences de Gabès",89.75,73.9398,82.9857,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC263,"Licence en Sciences Informatiques","Université de Gabès","Faculté des Sciences de Gabès",147.23,140.255,124.54,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC264,"Licence en Ingénierie des Systèmes d'Informatique","Université de Gabès","Faculté des Sciences de Gabès",135.9061,140.2,108.7281,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC265,"Licence en Métrologie et Instrumentation","Université de Gabès","Faculté des Sciences de Gabès",83.6199,77.5468,81.6444,RIC,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC266,"Licence en Électronique Électrotechnique et Automatique","Université de Gabès","Faculté des Sciences de Gabès",94.0218,99.0285,88.4723,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC267,"Licence en Informatique de Gestion","Université de Gabès","Institut Supérieur de Gestion de Gabès",138.955,147.7028,104.348,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
TEC268,"Licence en Sciences de Gestion","Université de Gabès","Institut Supérieur de Gestion de Gabès",124.8851,147.0822,110.2582,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC269,"Licence en Anglais","Université de Gabès","Institut Supérieur des Langues de Gabès",112.9883,129.454,89.6667,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
TEC270,"Licence en Allemand","Université de Gabès","Institut Supérieur des Langues de Gabès",114.7147,117.6111,113.9336,ASE,Moyen,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC271,"Licence en Éducation et Enseignement","Université de Gabès","Institut Supérieur des Langues de Gabès",136.895,142.745,155.575,SIE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC272,"Licence en Arts Plastiques","Université de Gabès","Institut Supérieur des Arts et Métiers de Gabès",,90.705,84.4659,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
TEC273,"Licence en Design d'Espace","Université de Gabès","Institut Supérieur des Arts et Métiers de Gabès",94.8102,95.6116,86.7717,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC274,"Licence en Design d'Image","Université de Gabès","Institut Supérieur des Arts et Métiers de Gabès",81.545,76.8986,79.3752,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
TEC275,"Filière préparatoire intégrée","Université de Gabès","Institut Supérieur d'Informatique et du Multimédia de Gabès","(Non fourni)","(Non fourni)","(Non fourni)",IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
