Code_Filiere,Nom_Filiere,Universite,Etablissement,SDO_2023,SDO_2024,SDO_2025,Code_RIASEC,Taux_Employabilite,Croissance_Domaine,Alignment_National,source
EXP422,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Sfax",117.9301,120.055,128.4803,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP423,"Licence en Commerce et Distribution",DGET,"Institut Supérieur des Études Technologiques de Sfax",113.0276,117.0259,116.8922,ECS,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
EXP424,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Sfax",122.53,121.3808,123.0179,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP425,"Licence en Génie Civil",DGET,"Institut Supérieur des Études Technologiques de Sfax",118.7861,117.9717,122.8218,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP426,"Licence en Ingénierie des Méthodes",DGET,"Institut Supérieur des Études Technologiques de Sfax",78.349,95.1918,76.8585,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP427,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Sfax",106.5667,110.9486,113.3236,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP428,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Gabès",111.93,109.57,114.89,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP429,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Gabès",102.47,97.7997,96.6015,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP430,"Licence en Sciences et Technologies de l'Information et de la Communication",DGET,"Institut Supérieur des Études Technologiques de Gabès",114.8787,113.27,116.4946,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP431,"Licence en Ingénierie des Méthodes",DGET,"Institut Supérieur des Études Technologiques de Gabès",76.2782,77.8796,75.5782,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP432,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Gabès",75.5587,95.9352,83.2852,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP433,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Gafsa",101.6072,108.4623,112.7085,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP434,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Gafsa",95.935,101.56,107.9482,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP435,"Licence en Génie Civil",DGET,"Institut Supérieur des Études Technologiques de Gafsa",111.1588,116.0397,122.7753,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP436,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Gafsa",79.3599,86.8699,91.7686,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP437,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Gafsa",78.6266,82.2616,86.9839,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP438,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Ksar Hellal",121.7232,126.4259,127.0679,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP439,"Licence en Commerce et Distribution",DGET,"Institut Supérieur des Études Technologiques de Ksar Hellal",123.48,126.0086,119.735,ECS,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
EXP440,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Ksar Hellal",109.27,109.356,105.345,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP441,"Licence en Ingénierie Textile",DGET,"Institut Supérieur des Études Technologiques de Ksar Hellal",76.2884,72.8248,75.4601,RIC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
EXP442,"Licence en Ingénierie des Méthodes",DGET,"Institut Supérieur des Études Technologiques de Ksar Hellal",91.9058,97.634,76.4693,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP443,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Charguia",146.6275,134.3706,132.3269,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP444,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Charguia",155.2356,147.2053,134.84,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP445,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Kairouan",108.482,110.365,104.7047,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP446,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Kairouan",105.4536,115.22,116.2341,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP447,"Licence en Commerce et Distribution",DGET,"Institut Supérieur des Études Technologiques de Kairouan",97.4415,108.926,105.4147,ECS,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
EXP448,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Kairouan",107.88,108.81,100.8416,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP449,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Kairouan",96.5186,98.5971,91.8578,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP450,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Kairouan",89.2034,96.3499,93.56,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP451,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Djerba",121.36,117.8124,112.2252,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP452,"Licence en Commerce et Distribution",DGET,"Institut Supérieur des Études Technologiques de Djerba",96.2895,123.0768,111.4352,ECS,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
EXP453,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Djerba",111.145,107.5369,106.49,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP454,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Djerba",98.1993,98.0483,100.325,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP455,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Djerba",98.9015,102.8108,96.6486,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP456,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Mahdia",132.35,117.09,121.04,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP457,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Mahdia",125.135,127.095,122.225,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP458,"Licence en Commerce et Distribution",DGET,"Institut Supérieur des Études Technologiques de Mahdia",124.855,115.4835,116.46,ECS,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
EXP459,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Mahdia",131.04,122.635,121.11,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP460,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Mahdia",108.78,113.6768,117.0456,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP461,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Mahdia",109.8409,112.7834,111.43,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP462,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Jendouba",112.355,115.2451,118.3206,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP463,"Licence en Commerce et Distribution",DGET,"Institut Supérieur des Études Technologiques de Jendouba",104.4816,110.7343,113.3516,ECS,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
EXP464,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Jendouba",109.9333,111.11,103.2786,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP465,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Jendouba",97.9532,103.73,99.7525,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP466,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Jendouba",101.1935,102.25,99.255,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP467,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Zaghouan",115.155,115.255,109.765,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP468,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Zaghouan",111.93,120.74,87.1883,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP469,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Zaghouan",124.27,117.94,112.79,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP470,"Licence en Ingénierie des Méthodes",DGET,"Institut Supérieur des Études Technologiques de Zaghouan",88.8723,95.0552,79.3582,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP471,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques du Kef",119.87,116.3786,120.51,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP472,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques du Kef",115.2622,113.3451,116.57,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP473,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques du Kef",112.715,129.3684,105.101,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP474,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques du Kef",96.9065,111.3924,105.8532,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP475,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques du Kef",110.1512,106.1333,109.3987,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP476,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Siliana",112.075,116.523,115.437,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP477,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Siliana",112.785,104.6334,117.4432,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP478,"Licence en Commerce et Distribution",DGET,"Institut Supérieur des Études Technologiques de Siliana",105.9249,98.7849,107.86,ECS,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
EXP479,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Siliana",105.455,108.725,105.3249,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP480,"Licence en Génie Civil",DGET,"Institut Supérieur des Études Technologiques de Siliana",108.8733,113.7817,108.5266,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP481,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Siliana",98.1103,98.6336,92.2749,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP482,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Siliana",98.2635,96.3605,99.775,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP483,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Sidi Bouzid",99.015,102.745,100.5899,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP484,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Sidi Bouzid",85.0509,82.585,95.6416,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP485,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Sidi Bouzid",86.4473,90.4848,87.4733,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP486,"Licence en Ingénierie des Méthodes",DGET,"Institut Supérieur des Études Technologiques de Sidi Bouzid",82.9051,90.5043,86.8271,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP487,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Kébili",88.4884,95.455,95.5816,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP488,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Kébili",80.4635,77.2634,82.312,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP489,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Kébili",98.9885,99.7969,85.5117,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP490,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Kébili",81.3102,76.7799,86.6133,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP491,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Kasserine",97.2968,122.549,122.1583,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP492,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Kasserine",106.3615,113.5664,115.5707,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP493,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Kasserine",84.9515,105.0847,90.5756,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP494,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Kasserine",87.5053,101.8888,112.7408,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP495,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Kasserine",78.2033,105.3185,79.8611,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP496,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Béja",116.28,113.27,111.43,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP497,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Béja",102.3,105.1533,110.34,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP498,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Béja",101.495,107.71,105.27,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP499,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Tozeur",78.2799,94.0501,84.6382,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP500,"Licence en Génie Civil",DGET,"Institut Supérieur des Études Technologiques de Tozeur",105.2401,105.6367,117.8117,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP501,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Tozeur",87.6915,94.3218,87.18,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP502,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Tozeur",91.4486,87.6733,82.9804,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP503,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Tataouine",101.003,93.6683,90.9584,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP504,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Tataouine",76.78,79.305,79.2783,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP505,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Tataouine",,86.0418,97.1599,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP506,"Licence en Ingénierie Thermique et Énergies Renouvelables",DGET,"Institut Supérieur des Études Technologiques de Tataouine",86.5899,78.2066,83.1617,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP507,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Médenine",94.3061,118.4847,113.5805,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP508,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Médenine",82.9464,113.6929,96.573,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP509,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Médenine",89.235,103.2166,93.9749,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP510,"Licence en Génie Civil",DGET,"Institut Supérieur des Études Technologiques de Médenine",108.0512,125.1183,101.4328,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP511,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Médenine",108.3552,94.9367,94.0637,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP512,"Licence en Administration des Affaires",DGET,"Institut Supérieur des Études Technologiques de Bizerte",135.767,124.86,129.175,ECI,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP513,"Licence en Comptabilité et Finance",DGET,"Institut Supérieur des Études Technologiques de Bizerte",118.475,128.7959,120.573,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP514,"Licence en Commerce et Distribution",DGET,"Institut Supérieur des Études Technologiques de Bizerte",126.775,119.875,131.5993,ECS,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
EXP515,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Bizerte",135.9,129.16,123.485,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP516,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Bizerte",117.09,116.925,114.6132,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP517,"Licence en Génie Électrique",DGET,"Institut Supérieur des Études Technologiques de Bizerte",116.56,118.3795,115.935,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP518,"Licence en Ingénierie des Méthodes",DGET,"Institut Supérieur des Études Technologiques de Bizerte",96.5156,102.6685,91.6069,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP519,"Licence en Technologies de l'Informatique",DGET,"Institut Supérieur des Études Technologiques de Kélibia",128.295,121.465,119.005,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
EXP520,"Licence en Génie Mécanique",DGET,"Institut Supérieur des Études Technologiques de Kélibia",111.335,106.675,99.3336,RIC,Élevé,,,
